Segment #,Depth from Pile Head,Top Elevation of Segment,Midpoint Elevation,Bottom Elevation of Segment, Shaft Shape,Shaft Size, Shaft Perimeter, Soil Cylinder Diameter, Soil Cylinder Perimeter, Helix Diameter, Helix Area, Is Interhelix?, Helix ID, Thickness,Is Segment Above Ground?,Soil Layer Name,Phi,Delta,Coeff. of Lateral Earth Pressure,Adhesion Factor (Alpha),Undrained Shear Strength,Soil Unit Weight,Saturated Unit Weight,NcPrime (C),NqPrime (C), NgammaPrime (C), NcPrime (U),NqPrime (U), NgammaPrime (U), 
120,5.95595,-4.75595,-4.77797,-4.8,Square,0.1,0.4, 0.3,0.942478, 0,0,0, -1, 0.04405, 0, Sand (Fill), 28, 20, 1, 0, 0, 21, 22, 0, 0, 0, 0, 0, 0, 
121,6,-4.8,-4.803,-4.806,Square,0.1,0.4, 0.3,0.942478, 0.3,0.0706858,0, 0, 0.006, 0, Sand (Fill), 28, 20, 1, 0, 0, 21, 22, 38.0313, 32.7258, 6.7138, 38.0313, 32.7258, 6.7138, 
122,6.006,-4.806,-4.83103,-4.85605,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Sand (Fill), 28, 20, 1, 0, 0, 21, 22, 0, 0, 0, 0, 0, 0, 
123,6.05605,-4.85605,-4.88108,-4.9061,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Sand (Fill), 28, 20, 1, 0, 0, 21, 22, 0, 0, 0, 0, 0, 0, 
124,6.1061,-4.9061,-4.93112,-4.95615,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Sand (Fill), 28, 20, 1, 0, 0, 21, 22, 0, 0, 0, 0, 0, 0, 
125,6.15615,-4.95615,-4.98117,-5.0062,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Sand (Fill), 28, 20, 1, 0, 0, 21, 22, 0, 0, 0, 0, 0, 0, 
126,6.2062,-5.0062,-5.03122,-5.05625,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
127,6.25625,-5.05625,-5.08127,-5.1063,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
128,6.3063,-5.1063,-5.13132,-5.15635,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
129,6.35635,-5.15635,-5.18137,-5.2064,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
130,6.4064,-5.2064,-5.23142,-5.25645,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
131,6.45645,-5.25645,-5.27822,-5.3,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.04355, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
132,6.5,-5.3,-5.30325,-5.3065,Circular,0.1,0.314159, 0.3,0.942478, 0.3,0.0706858,1, 1, 0.0065, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 8, 1, -0, 8, 1, -0, 
133,6.5065,-5.3065,-5.33152,-5.35655,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
134,6.55655,-5.35655,-5.38157,-5.4066,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
135,6.6066,-5.4066,-5.43162,-5.45665,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
136,6.65665,-5.45665,-5.48167,-5.5067,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
137,6.7067,-5.5067,-5.53172,-5.55675,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
138,6.75675,-5.55675,-5.58177,-5.6068,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
139,6.8068,-5.6068,-5.63182,-5.65685,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
140,6.85685,-5.65685,-5.68187,-5.7069,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
141,6.9069,-5.7069,-5.73192,-5.75695,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
142,6.95695,-5.75695,-5.77847,-5.8,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.04305, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
143,7,-5.8,-5.8035,-5.807,Circular,0.1,0.314159, 0.3,0.942478, 0.3,0.0706858,1, 2, 0.007, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 8, 1, -0, 8, 1, -0, 
144,7.007,-5.807,-5.83202,-5.85705,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
145,7.05705,-5.85705,-5.88207,-5.9071,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
146,7.1071,-5.9071,-5.93212,-5.95715,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
147,7.15715,-5.95715,-5.98217,-6.0072,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
148,7.2072,-6.0072,-6.03222,-6.05725,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
149,7.25725,-6.05725,-6.08227,-6.1073,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
150,7.3073,-6.1073,-6.13232,-6.15735,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
151,7.35735,-6.15735,-6.18237,-6.2074,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
152,7.4074,-6.2074,-6.23242,-6.25745,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
153,7.45745,-6.25745,-6.27872,-6.3,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.04255, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
154,7.5,-6.3,-6.30375,-6.3075,Circular,0.1,0.314159, 0.3,0.942478, 0.3,0.0706858,1, 3, 0.0075, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 8, 1, -0, 8, 1, -0, 
155,7.5075,-6.3075,-6.33252,-6.35755,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
156,7.55755,-6.35755,-6.38257,-6.4076,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
157,7.6076,-6.4076,-6.43262,-6.45765,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
158,7.65765,-6.45765,-6.48267,-6.5077,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
159,7.7077,-6.5077,-6.53272,-6.55775,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
160,7.75775,-6.55775,-6.58277,-6.6078,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
161,7.8078,-6.6078,-6.63282,-6.65785,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
162,7.85785,-6.65785,-6.68287,-6.7079,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
163,7.9079,-6.7079,-6.73292,-6.75795,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
164,7.95795,-6.75795,-6.77897,-6.8,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.04205, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
165,8,-6.8,-6.804,-6.808,Circular,0.1,0.314159, 0.3,0.942478, 0.3,0.0706858,1, 4, 0.008, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 8, 1, -0, 8, 1, -0, 
166,8.008,-6.808,-6.83302,-6.85805,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
167,8.05805,-6.85805,-6.88307,-6.9081,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
168,8.1081,-6.9081,-6.93312,-6.95815,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
169,8.15815,-6.95815,-6.98317,-7.0082,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
170,8.2082,-7.0082,-7.03322,-7.05825,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
171,8.25825,-7.05825,-7.08327,-7.1083,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
172,8.3083,-7.1083,-7.13332,-7.15835,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
173,8.35835,-7.15835,-7.18337,-7.2084,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
174,8.4084,-7.2084,-7.23342,-7.25845,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
175,8.45845,-7.25845,-7.27922,-7.3,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.04155, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
176,8.5,-7.3,-7.30425,-7.3085,Circular,0.1,0.314159, 0.3,0.942478, 0.3,0.0706858,1, 5, 0.0085, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 8, 1, -0, 8, 1, -0, 
177,8.5085,-7.3085,-7.33352,-7.35855,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
178,8.55855,-7.35855,-7.38357,-7.4086,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
179,8.6086,-7.4086,-7.43362,-7.45865,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
180,8.65865,-7.45865,-7.48367,-7.5087,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
181,8.7087,-7.5087,-7.53372,-7.55875,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
182,8.75875,-7.55875,-7.58377,-7.6088,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
183,8.8088,-7.6088,-7.63382,-7.65885,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
184,8.85885,-7.65885,-7.68387,-7.7089,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
185,8.9089,-7.7089,-7.73392,-7.75895,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
186,8.95895,-7.75895,-7.77947,-7.8,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.04105, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
187,9,-7.8,-7.8045,-7.809,Circular,0.1,0.314159, 0.3,0.942478, 0.3,0.0706858,1, 6, 0.009, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 8, 1, -0, 8, 1, -0, 
188,9.009,-7.809,-7.83402,-7.85905,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
189,9.05905,-7.85905,-7.88407,-7.9091,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
190,9.1091,-7.9091,-7.93412,-7.95915,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
191,9.15915,-7.95915,-7.98417,-8.0092,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
192,9.2092,-8.0092,-8.03422,-8.05925,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
193,9.25925,-8.05925,-8.08427,-8.1093,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
194,9.3093,-8.1093,-8.13432,-8.15935,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
195,9.35935,-8.15935,-8.18437,-8.2094,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
196,9.4094,-8.2094,-8.23442,-8.25945,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
197,9.45945,-8.25945,-8.27972,-8.3,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.04055, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
198,9.5,-8.3,-8.30475,-8.3095,Circular,0.1,0.314159, 0.3,0.942478, 0.3,0.0706858,1, 7, 0.0095, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 8, 1, -0, 8, 1, -0, 
199,9.5095,-8.3095,-8.33452,-8.35955,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
200,9.55955,-8.35955,-8.38457,-8.4096,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
201,9.6096,-8.4096,-8.43462,-8.45965,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
202,9.65965,-8.45965,-8.48467,-8.5097,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
203,9.7097,-8.5097,-8.53472,-8.55975,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
204,9.75975,-8.55975,-8.58477,-8.6098,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
205,9.8098,-8.6098,-8.63482,-8.65985,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
206,9.85985,-8.65985,-8.68487,-8.7099,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
207,9.9099,-8.7099,-8.73492,-8.75995,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.05005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
208,9.95995,-8.75995,-8.77997,-8.8,Circular,0.1,0.314159, 0.3,0.942478, 0,0,1, -1, 0.04005, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 0, 0, 0, 0, 0, 0, 
209,10,-8.8,-8.805,-8.81,Square,0.1,0.4, 0,0, 0.3,0.0706858,0, 8, 0.01, 0, Silty Clay, 0, 0, 0, 1, 72, 19, 20, 8, 1, -0, 8, 1, -0, 
